series_id,group_id,currency_to_sek,date,currency,currency_description,source
SEKEURPMI,130,11.1703,2023-01-02,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.6229,2023-01-02,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.4588,2023-01-02,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-01-02,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5252,2023-01-01,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-01-01,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.8496,2023-01-01,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.4307,2023-01-01,USD,US dollar,Nasdaq
SEKEURPMI,130,11.3468,2023-01-01,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.4965,2022-12-30,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.1283,2022-12-30,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.5811,2022-12-30,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2022-12-30,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.4371,2022-12-30,USD,US dollar,Nasdaq
SEKGBPPMI,130,12.6129,2022-12-29,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.1432,2022-12-29,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2022-12-29,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.4748,2022-12-29,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.4985,2022-12-29,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2022-12-28,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.125,2022-12-28,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.4517,2022-12-28,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.496,2022-12-28,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.5852,2022-12-28,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.4507,2022-12-27,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.4973,2022-12-27,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2022-12-27,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.617,2022-12-27,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.1353,2022-12-27,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.6294,2022-12-23,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.108,2022-12-23,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.4937,2022-12-23,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2022-12-23,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.4751,2022-12-23,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-12-22,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.5522,2022-12-22,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.3453,2022-12-22,USD,US dollar,Nasdaq
SEKEURPMI,130,11.0156,2022-12-22,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.4811,2022-12-22,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.666,2022-12-21,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.4237,2022-12-21,USD,US dollar,Nasdaq
SEKEURPMI,130,11.0727,2022-12-21,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.4886,2022-12-21,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2022-12-21,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.4064,2022-12-20,USD,US dollar,Nasdaq
SEKGBPPMI,130,12.6509,2022-12-20,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.0482,2022-12-20,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2022-12-20,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4851,2022-12-20,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4815,2022-12-19,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2022-12-19,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.3546,2022-12-19,USD,US dollar,Nasdaq
SEKEURPMI,130,11.0191,2022-12-19,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.6395,2022-12-19,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.0027,2022-12-16,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.4792,2022-12-16,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.3476,2022-12-16,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-12-16,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.5879,2022-12-16,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.6613,2022-12-15,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.4651,2022-12-15,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.8983,2022-12-15,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2022-12-15,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.2432,2022-12-15,USD,US dollar,Nasdaq
SEKEURPMI,130,10.8568,2022-12-14,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.6298,2022-12-14,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.2074,2022-12-14,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-12-14,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4595,2022-12-14,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4604,2022-12-13,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2022-12-13,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.6291,2022-12-13,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.3017,2022-12-13,USD,US dollar,Nasdaq
SEKEURPMI,130,10.8621,2022-12-13,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.9004,2022-12-12,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.4655,2022-12-12,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.6689,2022-12-12,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.3482,2022-12-12,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-12-12,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,10.9002,2022-12-09,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.6285,2022-12-09,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.3133,2022-12-09,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-12-09,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4655,2022-12-09,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.466,2022-12-08,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.3668,2022-12-08,USD,US dollar,Nasdaq
SEKGBPPMI,130,12.6407,2022-12-08,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2022-12-08,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,10.904,2022-12-08,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,10.9047,2022-12-07,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.4662,2022-12-07,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.6604,2022-12-07,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.4198,2022-12-07,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-12-07,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4664,2022-12-06,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.3972,2022-12-06,USD,US dollar,Nasdaq
SEKEURPMI,130,10.9071,2022-12-06,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2022-12-06,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.6778,2022-12-06,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2022-12-05,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,10.8789,2022-12-05,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.4628,2022-12-05,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.6591,2022-12-05,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.317,2022-12-05,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.3171,2022-12-02,USD,US dollar,Nasdaq
SEKEURPMI,130,10.8623,2022-12-02,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.4606,2022-12-02,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.6615,2022-12-02,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2022-12-02,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.4954,2022-12-01,USD,US dollar,Nasdaq
SEKEURPMI,130,10.9308,2022-12-01,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.4698,2022-12-01,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.6922,2022-12-01,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2022-12-01,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.6355,2022-11-30,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2022-11-30,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4693,2022-11-30,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.5592,2022-11-30,USD,US dollar,Nasdaq
SEKEURPMI,130,10.9266,2022-11-30,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.4643,2022-11-29,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.6433,2022-11-29,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.5042,2022-11-29,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-11-29,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,10.8897,2022-11-29,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2022-11-28,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,10.8509,2022-11-28,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.4171,2022-11-28,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.4591,2022-11-28,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.5889,2022-11-28,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.5959,2022-11-25,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.4576,2022-11-25,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.4019,2022-11-25,USD,US dollar,Nasdaq
SEKEURPMI,130,10.8395,2022-11-25,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2022-11-25,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4604,2022-11-24,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2022-11-24,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.4327,2022-11-24,USD,US dollar,Nasdaq
SEKEURPMI,130,10.8611,2022-11-24,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.5906,2022-11-24,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.6211,2022-11-23,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.475,2022-11-23,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.6179,2022-11-23,GBP,pound sterling,Nasdaq
SEKEURPMI,130,10.9702,2022-11-23,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2022-11-23,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.475,2022-11-22,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.6838,2022-11-22,USD,US dollar,Nasdaq
SEKEURPMI,130,10.9707,2022-11-22,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.6601,2022-11-22,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2022-11-22,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.6953,2022-11-21,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-11-21,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.6494,2022-11-21,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.4757,2022-11-21,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.9763,2022-11-21,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.4772,2022-11-18,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.616,2022-11-18,USD,US dollar,Nasdaq
SEKEURPMI,130,10.9874,2022-11-18,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2022-11-18,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.6252,2022-11-18,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,12.5284,2022-11-17,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.4847,2022-11-17,USD,US dollar,Nasdaq
SEKEURPMI,130,10.9008,2022-11-17,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.4655,2022-11-17,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2022-11-17,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.4393,2022-11-16,USD,US dollar,Nasdaq
SEKGBPPMI,130,12.3866,2022-11-16,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.4589,2022-11-16,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2022-11-16,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,10.8519,2022-11-16,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.2655,2022-11-15,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.4501,2022-11-15,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2022-11-15,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,10.7873,2022-11-15,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.3678,2022-11-15,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-11-14,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.3898,2022-11-14,USD,US dollar,Nasdaq
SEKEURPMI,130,10.7388,2022-11-14,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.2679,2022-11-14,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.4436,2022-11-14,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.5417,2022-11-11,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.4513,2022-11-11,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.3605,2022-11-11,GBP,pound sterling,Nasdaq
SEKEURPMI,130,10.7972,2022-11-11,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2022-11-11,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4642,2022-11-10,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.8931,2022-11-10,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-11-10,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,10.8907,2022-11-10,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.4047,2022-11-10,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.4546,2022-11-09,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.4062,2022-11-09,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.7401,2022-11-09,USD,US dollar,Nasdaq
SEKETT,130,1.0,2022-11-09,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,10.8203,2022-11-09,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.4587,2022-11-08,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.455,2022-11-08,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2022-11-08,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.8602,2022-11-08,USD,US dollar,Nasdaq
SEKEURPMI,130,10.8507,2022-11-08,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.4571,2022-11-07,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2022-11-07,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.3846,2022-11-07,GBP,pound sterling,Nasdaq
SEKEURPMI,130,10.8444,2022-11-07,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.8834,2022-11-07,USD,US dollar,Nasdaq
SEKGBPPMI,130,12.4926,2022-11-04,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2022-11-04,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,10.8899,2022-11-04,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.4631,2022-11-04,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,11.1428,2022-11-04,USD,US dollar,Nasdaq
SEKUSDPMI,130,11.1763,2022-11-03,USD,US dollar,Nasdaq
SEKEURPMI,130,10.9172,2022-11-03,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.4668,2022-11-03,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2022-11-03,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.6232,2022-11-03,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.4616,2022-11-02,DKK,Danish krone,Nasdaq
SEKEURPMI,130,10.8798,2022-11-02,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.6532,2022-11-02,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2022-11-02,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.9882,2022-11-02,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.4583,2022-11-01,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2022-11-01,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.926,2022-11-01,USD,US dollar,Nasdaq
SEKGBPPMI,130,12.606,2022-11-01,GBP,pound sterling,Nasdaq
SEKEURPMI,130,10.8566,2022-11-01,EUR,Euroland euro,Nasdaq
